date,value
1835-04-01,8.6
1835-05-01,11.3
1835-06-01,15.0
1835-07-01,16.4
1835-08-01,16.9
1835-09-01,13.4
1835-10-01,8.9
1835-11-01,6.6
1835-12-01,3.1
1836-01-01,3.7
1836-02-01,3.5
1836-03-01,5.8
1836-04-01,7.2
1836-05-01,11.1
1836-06-01,15.3
1836-07-01,15.4
1836-08-01,14.6
1836-09-01,11.7
1836-10-01,8.6
1836-11-01,5.3
1836-12-01,4.1
1837-01-01,2.7
1837-02-01,4.7
1837-03-01,2.3
1837-04-01,4.7
1837-05-01,9.9
1837-06-01,15.5
1837-07-01,16.9
1837-08-01,15.7
1837-09-01,12.5
1837-10-01,10.5
1837-11-01,5.2
1837-12-01,5.3
1838-01-01,-1.5
1838-02-01,0.4
1838-03-01,4.9
1838-04-01,6.1
1838-05-01,10.5
1838-06-01,14.4
1838-07-01,15.6
1838-08-01,15.1
1838-09-01,12.7
1838-10-01,9.8
1838-11-01,4.6
1838-12-01,4.0
1839-01-01,2.8
1839-02-01,4.1
1839-03-01,4.2
1839-04-01,6.4
1839-05-01,10.2
1839-06-01,14.3
1839-07-01,14.9
1839-08-01,14.6
1839-09-01,12.4
1839-10-01,9.3
1839-11-01,7.3
1839-12-01,3.7
1840-01-01,4.1
1840-02-01,3.6
1840-03-01,3.8
1840-04-01,9.7
1840-05-01,11.4
1840-06-01,14.1
1840-07-01,13.8
1840-08-01,15.9
1840-09-01,11.1
1840-10-01,7.5
1840-11-01,5.8
1840-12-01,1.3
1841-01-01,1.1
1841-02-01,2.4
1841-03-01,7.5
1841-04-01,7.8
1841-05-01,12.7
1841-06-01,12.9
1841-07-01,13.8
1841-08-01,14.6
1841-09-01,13.4
1841-10-01,8.7
1841-11-01,5.2
1841-12-01,4.4
1842-01-01,0.6
1842-02-01,4.2
1842-03-01,6.4
1842-04-01,7.8
1842-05-01,11.4
1842-06-01,15.6
1842-07-01,14.5
1842-08-01,17.1
1842-09-01,13.2
1842-10-01,7.2
1842-11-01,5.5
1842-12-01,7.2
1843-01-01,4.0
1843-02-01,1.9
1843-03-01,5.6
1843-04-01,8.5
1843-05-01,10.4
1843-06-01,12.8
1843-07-01,14.8
1843-08-01,15.3
1843-09-01,14.4
1843-10-01,7.9
1843-11-01,5.7
1843-12-01,7.4
1844-01-01,3.8
1844-02-01,1.6
1844-03-01,4.7
1844-04-01,9.8
1844-05-01,10.8
1844-06-01,14.7
1844-07-01,15.4
1844-08-01,13.5
1844-09-01,13.3
1844-10-01,9.2
1844-11-01,5.9
1844-12-01,0.4
1845-01-01,3.2
1845-02-01,0.9
1845-03-01,2.0
1845-04-01,8.6
1845-05-01,9.5
1845-06-01,14.9
1845-07-01,14.3
1845-08-01,13.5
1845-09-01,11.4
1845-10-01,9.5
1845-11-01,6.7
1845-12-01,4.6
1846-01-01,6.3
1846-02-01,6.4
1846-03-01,6.1
1846-04-01,7.8
1846-05-01,12.3
1846-06-01,18.2
1846-07-01,16.5
1846-08-01,16.6
1846-09-01,14.7
1846-10-01,9.5
1846-11-01,6.9
1846-12-01,0.5
1847-01-01,2.2
1847-02-01,2.4
1847-03-01,5.6
1847-04-01,6.6
1847-05-01,12.3
1847-06-01,13.9
1847-07-01,17.5
1847-08-01,15.2
1847-09-01,11.5
1847-10-01,10.7
1847-11-01,7.9
1847-12-01,4.8
1848-01-01,1.3
1848-02-01,6.1
1848-03-01,5.9
1848-04-01,8.2
1848-05-01,13.9
1848-06-01,14.5
1848-07-01,15.6
1848-08-01,13.6
1848-09-01,12.8
1848-10-01,9.7
1848-11-01,5.8
1848-12-01,5.6
1849-01-01,3.9
1849-02-01,5.7
1849-03-01,6.1
1849-04-01,6.4
1849-05-01,12.1
1849-06-01,13.9
1849-07-01,15.4
1849-08-01,15.6
1849-09-01,13.3
1849-10-01,9.2
1849-11-01,6.6
1849-12-01,3.4
1850-01-01,0.7
1850-02-01,6.4
1850-03-01,4.7
1850-04-01,9.0
1850-05-01,10.1
1850-06-01,15.4
1850-07-01,16.2
1850-08-01,14.5
1850-09-01,12.3
1850-10-01,7.9
1850-11-01,7.4
1850-12-01,4.6
1851-01-01,5.6
1851-02-01,4.7
1851-03-01,5.8
1851-04-01,7.4
1851-05-01,10.4
1851-06-01,14.3
1851-07-01,14.6
1851-08-01,15.5
1851-09-01,12.7
1851-10-01,10.8
1851-11-01,3.1
1851-12-01,4.8
1852-01-01,4.9
1852-02-01,4.7
1852-03-01,5.2
1852-04-01,8.2
1852-05-01,10.6
1852-06-01,13.2
1852-07-01,18.7
1852-08-01,15.8
1852-09-01,12.9
1852-10-01,7.8
1852-11-01,7.9
1852-12-01,7.7
1853-01-01,5.1
1853-02-01,0.6
1853-03-01,3.4
1853-04-01,7.6
1853-05-01,10.9
1853-06-01,14.3
1853-07-01,14.9
1853-08-01,14.7
1853-09-01,12.3
1853-10-01,10.1
1853-11-01,5.2
1853-12-01,1.3
1854-01-01,3.6
1854-02-01,4.3
1854-03-01,6.7
1854-04-01,9.2
1854-05-01,10.3
1854-06-01,13.2
1854-07-01,15.4
1854-08-01,15.2
1854-09-01,14.4
1854-10-01,9.4
1854-11-01,4.9
1854-12-01,5.1
1855-01-01,2.4
1855-02-01,-1.7
1855-03-01,3.3
1855-04-01,7.1
1855-05-01,8.8
1855-06-01,13.3
1855-07-01,16.8
1855-08-01,15.7
1855-09-01,13.2
1855-10-01,9.7
1855-11-01,5.3
1855-12-01,2.4
1856-01-01,3.7
1856-02-01,5.3
1856-03-01,4.4
1856-04-01,8.1
1856-05-01,9.4
1856-06-01,13.5
1856-07-01,15.3
1856-08-01,16.9
1856-09-01,12.5
1856-10-01,10.7
1856-11-01,4.8
1856-12-01,4.4
1857-01-01,2.6
1857-02-01,4.3
1857-03-01,5.3
1857-04-01,7.5
1857-05-01,11.3
1857-06-01,15.8
1857-07-01,16.4
1857-08-01,17.4
1857-09-01,14.5
1857-10-01,11.3
1857-11-01,7.2
1857-12-01,7.3
1858-01-01,3.4
1858-02-01,1.8
1858-03-01,4.9
1858-04-01,7.7
1858-05-01,10.8
1858-06-01,16.8
1858-07-01,14.8
1858-08-01,15.8
1858-09-01,14.7
1858-10-01,9.6
1858-11-01,4.3
1858-12-01,4.8
1859-01-01,4.9
1859-02-01,5.7
1859-03-01,7.3
1859-04-01,7.5
1859-05-01,11.7
1859-06-01,14.8
1859-07-01,18.3
1859-08-01,16.2
1859-09-01,12.9
1859-10-01,9.6
1859-11-01,4.8
1859-12-01,1.6
1860-01-01,3.5
1860-02-01,1.7
1860-03-01,4.7
1860-04-01,5.9
1860-05-01,11.5
1860-06-01,12.3
1860-07-01,14.5
1860-08-01,13.6
1860-09-01,11.2
1860-10-01,9.8
1860-11-01,4.5
1860-12-01,1.5
1861-01-01,1.7
1861-02-01,4.9
1861-03-01,6.3
1861-04-01,7.5
1861-05-01,10.4
1861-06-01,14.8
1861-07-01,15.0
1861-08-01,15.9
1861-09-01,13.1
1861-10-01,11.8
1861-11-01,4.2
1861-12-01,3.9
1862-01-01,3.9
1862-02-01,5.1
1862-03-01,5.5
1862-04-01,8.8
1862-05-01,12.3
1862-06-01,12.7
1862-07-01,14.2
1862-08-01,14.6
1862-09-01,13.0
1862-10-01,10.3
1862-11-01,3.2
1862-12-01,6.5
1863-01-01,4.9
1863-02-01,5.8
1863-03-01,6.5
1863-04-01,8.8
1863-05-01,10.6
1863-06-01,13.6
1863-07-01,15.2
1863-08-01,15.5
1863-09-01,11.6
1863-10-01,9.9
1863-11-01,7.3
1863-12-01,6.3
1864-01-01,2.4
1864-02-01,2.3
1864-03-01,4.7
1864-04-01,8.8
1864-05-01,12.4
1864-06-01,13.6
1864-07-01,15.5
1864-08-01,14.2
1864-09-01,13.3
1864-10-01,9.8
1864-11-01,5.5
1864-12-01,3.7
1865-01-01,2.1
1865-02-01,2.3
1865-03-01,2.9
1865-04-01,10.6
1865-05-01,12.6
1865-06-01,15.6
1865-07-01,16.6
1865-08-01,15.1
1865-09-01,16.3
1865-10-01,9.7
1865-11-01,6.7
1865-12-01,5.8
1866-01-01,5.8
1866-02-01,4.4
1866-03-01,4.8
1866-04-01,8.6
1866-05-01,10.0
1866-06-01,15.5
1866-07-01,15.5
1866-08-01,14.7
1866-09-01,12.8
1866-10-01,10.7
1866-11-01,6.9
1866-12-01,6.1
1867-01-01,1.2
1867-02-01,6.9
1867-03-01,3.1
1867-04-01,9.3
1867-05-01,11.4
1867-06-01,14.1
1867-07-01,14.9
1867-08-01,16.3
1867-09-01,13.6
1867-10-01,9.3
1867-11-01,4.8
1867-12-01,3.4
1868-01-01,3.9
1868-02-01,6.3
1868-03-01,6.8
1868-04-01,8.7
1868-05-01,13.5
1868-06-01,15.5
1868-07-01,18.3
1868-08-01,16.8
1868-09-01,14.3
1868-10-01,8.4
1868-11-01,4.9
1868-12-01,7.2
1869-01-01,5.6
1869-02-01,7.5
1869-03-01,3.8
1869-04-01,10.1
1869-05-01,9.6
1869-06-01,13.2
1869-07-01,17.3
1869-08-01,15.5
1869-09-01,14.4
1869-10-01,9.7
1869-11-01,5.8
1869-12-01,2.9
1870-01-01,3.3
1870-02-01,2.8
1870-03-01,4.7
1870-04-01,9.2
1870-05-01,11.7
1870-06-01,15.2
1870-07-01,17.5
1870-08-01,15.7
1870-09-01,12.9
1870-10-01,9.5
1870-11-01,4.7
1870-12-01,0.6
1871-01-01,0.5
1871-02-01,6.1
1871-03-01,7.3
1871-04-01,8.7
1871-05-01,11.3
1871-06-01,12.8
1871-07-01,15.2
1871-08-01,17.2
1871-09-01,12.7
1871-10-01,9.8
1871-11-01,3.4
1871-12-01,3.6
1872-01-01,5.0
1872-02-01,6.9
1872-03-01,6.8
1872-04-01,8.2
1872-05-01,9.7
1872-06-01,14.1
1872-07-01,17.1
1872-08-01,15.3
1872-09-01,13.2
1872-10-01,8.4
1872-11-01,7.0
1872-12-01,5.3
1873-01-01,5.2
1873-02-01,1.8
1873-03-01,5.4
1873-04-01,7.7
1873-05-01,9.9
1873-06-01,14.2
1873-07-01,16.2
1873-08-01,15.4
1873-09-01,11.8
1873-10-01,8.6
1873-11-01,6.3
1873-12-01,5.3
1874-01-01,5.5
1874-02-01,3.9
1874-03-01,6.7
1874-04-01,9.8
1874-05-01,10.0
1874-06-01,13.9
1874-07-01,17.3
1874-08-01,15.1
1874-09-01,13.6
1874-10-01,10.4
1874-11-01,5.6
1874-12-01,-0.2
1875-01-01,6.4
1875-02-01,2.3
1875-03-01,5.1
1875-04-01,8.6
1875-05-01,12.3
1875-06-01,14.2
1875-07-01,14.8
1875-08-01,16.1
1875-09-01,14.9
1875-10-01,8.9
1875-11-01,5.4
1875-12-01,4.2
1876-01-01,3.2
1876-02-01,4.8
1876-03-01,4.5
1876-04-01,7.9
1876-05-01,9.6
1876-06-01,14.3
1876-07-01,17.2
1876-08-01,16.5
1876-09-01,12.7
1876-10-01,11.3
1876-11-01,6.1
1876-12-01,6.0
1877-01-01,5.5
1877-02-01,6.2
1877-03-01,4.9
1877-04-01,7.0
1877-05-01,9.1
1877-06-01,15.2
1877-07-01,14.7
1877-08-01,15.2
1877-09-01,11.2
1877-10-01,9.3
1877-11-01,7.1
1877-12-01,4.7
1878-01-01,4.6
1878-02-01,5.6
1878-03-01,5.4
1878-04-01,8.9
1878-05-01,11.8
1878-06-01,15.1
1878-07-01,16.6
1878-08-01,16.2
1878-09-01,13.3
1878-10-01,10.2
1878-11-01,3.5
1878-12-01,-0.3
1879-01-01,-0.7
1879-02-01,3.1
1879-03-01,4.7
1879-04-01,5.7
1879-05-01,8.9
1879-06-01,12.9
1879-07-01,13.6
1879-08-01,14.5
1879-09-01,12.6
1879-10-01,8.9
1879-11-01,4.1
1879-12-01,0.7
1880-01-01,0.9
1880-02-01,5.8
1880-03-01,6.2
1880-04-01,7.9
1880-05-01,10.4
1880-06-01,13.8
1880-07-01,15.5
1880-08-01,16.4
1880-09-01,14.6
1880-10-01,7.1
1880-11-01,5.4
1880-12-01,5.1
1881-01-01,-1.5
1881-02-01,3.2
1881-03-01,5.3
1881-04-01,7.3
1881-05-01,11.8
1881-06-01,13.7
1881-07-01,16.2
1881-08-01,13.9
1881-09-01,12.7
1881-10-01,7.3
1881-11-01,8.9
1881-12-01,3.9
1882-01-01,5.2
1882-02-01,6.1
1882-03-01,7.4
1882-04-01,8.4
1882-05-01,11.5
1882-06-01,13.1
1882-07-01,15.2
1882-08-01,14.9
1882-09-01,12.1
1882-10-01,9.9
1882-11-01,5.7
1882-12-01,3.9
1883-01-01,4.7
1883-02-01,5.9
1883-03-01,1.9
1883-04-01,8.1
1883-05-01,10.6
1883-06-01,13.9
1883-07-01,14.5
1883-08-01,15.3
1883-09-01,13.3
1883-10-01,9.7
1883-11-01,5.8
1883-12-01,4.6
1884-01-01,6.5
1884-02-01,5.3
1884-03-01,6.5
1884-04-01,7.2
1884-05-01,11.3
1884-06-01,14.1
1884-07-01,16.3
1884-08-01,17.2
1884-09-01,14.5
1884-10-01,9.4
1884-11-01,5.3
1884-12-01,4.4
1885-01-01,2.9
1885-02-01,5.8
1885-03-01,4.5
1885-04-01,7.7
1885-05-01,8.9
1885-06-01,13.9
1885-07-01,16.3
1885-08-01,13.6
1885-09-01,12.2
1885-10-01,7.5
1885-11-01,5.9
1885-12-01,3.7
1886-01-01,2.1
1886-02-01,1.5
1886-03-01,4.2
1886-04-01,7.6
1886-05-01,10.3
1886-06-01,13.6
1886-07-01,15.9
1886-08-01,15.8
1886-09-01,13.6
1886-10-01,11.3
1886-11-01,6.6
1886-12-01,1.9
1887-01-01,2.4
1887-02-01,3.8
1887-03-01,3.3
1887-04-01,6.2
1887-05-01,9.4
1887-06-01,15.3
1887-07-01,17.3
1887-08-01,15.7
1887-09-01,11.8
1887-10-01,7.1
1887-11-01,4.4
1887-12-01,2.6
1888-01-01,3.2
1888-02-01,1.8
1888-03-01,3.1
1888-04-01,6.2
1888-05-01,10.7
1888-06-01,13.2
1888-07-01,13.7
1888-08-01,14.1
1888-09-01,12.2
1888-10-01,7.9
1888-11-01,7.7
1888-12-01,4.9
1889-01-01,3.4
1889-02-01,2.9
1889-03-01,4.7
1889-04-01,7.1
1889-05-01,12.9
1889-06-01,15.3
1889-07-01,15.3
1889-08-01,14.7
1889-09-01,12.8
1889-10-01,8.6
1889-11-01,6.9
1889-12-01,3.3
1890-01-01,5.7
1890-02-01,3.1
1890-03-01,6.2
1890-04-01,7.1
1890-05-01,11.7
1890-06-01,13.5
1890-07-01,14.5
1890-08-01,14.1
1890-09-01,14.6
1890-10-01,9.4
1890-11-01,5.7
1890-12-01,-0.8
1891-01-01,1.3
1891-02-01,3.9
1891-03-01,3.8
1891-04-01,6.2
1891-05-01,9.5
1891-06-01,14.7
1891-07-01,15.1
1891-08-01,14.1
1891-09-01,14.2
1891-10-01,9.4
1891-11-01,5.6
1891-12-01,4.1
1892-01-01,2.3
1892-02-01,3.6
1892-03-01,2.7
1892-04-01,7.3
1892-05-01,11.6
1892-06-01,13.4
1892-07-01,14.3
1892-08-01,15.2
1892-09-01,12.4
1892-10-01,7.1
1892-11-01,6.4
1892-12-01,1.8
1893-01-01,2.2
1893-02-01,4.7
1893-03-01,7.2
1893-04-01,10.3
1893-05-01,13.1
1893-06-01,15.6
1893-07-01,16.4
1893-08-01,17.4
1893-09-01,12.9
1893-10-01,9.9
1893-11-01,5.2
1893-12-01,4.8
1894-01-01,3.4
1894-02-01,5.1
1894-03-01,6.7
1894-04-01,9.7
1894-05-01,9.2
1894-06-01,13.5
1894-07-01,15.9
1894-08-01,14.2
1894-09-01,11.6
1894-10-01,9.3
1894-11-01,7.9
1894-12-01,5.1
1895-01-01,0.2
1895-02-01,-1.8
1895-03-01,5.1
1895-04-01,8.2
1895-05-01,12.4
1895-06-01,14.8
1895-07-01,15.2
1895-08-01,15.8
1895-09-01,15.4
1895-10-01,7.1
1895-11-01,7.5
1895-12-01,3.9
1896-01-01,4.8
1896-02-01,4.6
1896-03-01,6.7
1896-04-01,9.1
1896-05-01,11.9
1896-06-01,16.2
1896-07-01,16.2
1896-08-01,14.3
1896-09-01,13.1
1896-10-01,6.9
1896-11-01,4.3
1896-12-01,3.9
1897-01-01,1.6
1897-02-01,5.8
1897-03-01,6.5
1897-04-01,7.1
1897-05-01,10.0
1897-06-01,15.1
1897-07-01,16.5
1897-08-01,16.2
1897-09-01,12.1
1897-10-01,9.9
1897-11-01,7.6
1897-12-01,4.7
1898-01-01,6.6
1898-02-01,4.8
1898-03-01,4.3
1898-04-01,8.5
1898-05-01,10.2
1898-06-01,13.6
1898-07-01,15.3
1898-08-01,16.5
1898-09-01,15.2
1898-10-01,11.3
1898-11-01,7.2
1898-12-01,7.3
1899-01-01,4.9
1899-02-01,5.1
1899-03-01,5.1
1899-04-01,7.8
1899-05-01,9.9
1899-06-01,15.7
1899-07-01,17.3
1899-08-01,17.8
1899-09-01,13.2
1899-10-01,8.8
1899-11-01,8.5
1899-12-01,2.2
1900-01-01,4.4
1900-02-01,2.6
1900-03-01,3.7
1900-04-01,8.3
1900-05-01,10.3
1900-06-01,14.7
1900-07-01,17.7
1900-08-01,15.1
1900-09-01,13.6
1900-10-01,9.8
1900-11-01,7.3
1900-12-01,7.2
1901-01-01,3.5
1901-02-01,2.3
1901-03-01,4.1
1901-04-01,8.6
1901-05-01,11.5
1901-06-01,13.9
1901-07-01,18.0
1901-08-01,15.6
1901-09-01,13.9
1901-10-01,9.7
1901-11-01,4.8
1901-12-01,3.4
1902-01-01,4.7
1902-02-01,1.5
1902-03-01,6.7
1902-04-01,7.5
1902-05-01,8.9
1902-06-01,13.9
1902-07-01,14.7
1902-08-01,14.3
1902-09-01,12.8
1902-10-01,9.6
1902-11-01,6.8
1902-12-01,4.6
1903-01-01,4.2
1903-02-01,7.1
1903-03-01,7.1
1903-04-01,6.4
1903-05-01,11.1
1903-06-01,13.0
1903-07-01,15.3
1903-08-01,14.3
1903-09-01,13.1
1903-10-01,10.5
1903-11-01,6.4
1903-12-01,3.3
1904-01-01,4.1
1904-02-01,3.4
1904-03-01,4.3
1904-04-01,8.7
1904-05-01,10.9
1904-06-01,13.3
1904-07-01,17.1
1904-08-01,15.1
1904-09-01,12.5
1904-10-01,9.7
1904-11-01,5.2
1904-12-01,3.7
1905-01-01,3.6
1905-02-01,5.2
1905-03-01,6.8
1905-04-01,7.3
1905-05-01,10.8
1905-06-01,14.7
1905-07-01,17.2
1905-08-01,14.7
1905-09-01,12.4
1905-10-01,7.1
1905-11-01,4.9
1905-12-01,4.9
1906-01-01,5.3
1906-02-01,3.1
1906-03-01,5.1
1906-04-01,7.3
1906-05-01,10.5
1906-06-01,14.3
1906-07-01,15.8
1906-08-01,16.7
1906-09-01,13.9
1906-10-01,10.9
1906-11-01,7.3
1906-12-01,3.0
1907-01-01,3.6
1907-02-01,2.8
1907-03-01,6.3
1907-04-01,7.6
1907-05-01,10.5
1907-06-01,12.4
1907-07-01,14.1
1907-08-01,14.3
1907-09-01,13.6
1907-10-01,9.8
1907-11-01,6.5
1907-12-01,4.6
1908-01-01,2.5
1908-02-01,5.3
1908-03-01,4.3
1908-04-01,6.0
1908-05-01,12.4
1908-06-01,14.3
1908-07-01,15.8
1908-08-01,14.6
1908-09-01,12.9
1908-10-01,11.8
1908-11-01,7.4
1908-12-01,3.9
1909-01-01,3.5
1909-02-01,2.9
1909-03-01,3.7
1909-04-01,8.7
1909-05-01,11.0
1909-06-01,11.8
1909-07-01,14.6
1909-08-01,15.4
1909-09-01,11.9
1909-10-01,10.4
1909-11-01,4.8
1909-12-01,3.9
1910-01-01,3.5
1910-02-01,5.1
1910-03-01,6.1
1910-04-01,7.3
1910-05-01,11.2
1910-06-01,14.7
1910-07-01,14.2
1910-08-01,15.2
1910-09-01,12.5
1910-10-01,10.6
1910-11-01,3.2
1910-12-01,6.4
1911-01-01,3.8
1911-02-01,4.8
1911-03-01,5.2
1911-04-01,7.5
1911-05-01,12.9
1911-06-01,14.5
1911-07-01,18.2
1911-08-01,18.2
1911-09-01,13.9
1911-10-01,9.3
1911-11-01,6.1
1911-12-01,6.2
1912-01-01,3.6
1912-02-01,5.4
1912-03-01,7.2
1912-04-01,8.8
1912-05-01,12.1
1912-06-01,13.9
1912-07-01,16.1
1912-08-01,12.9
1912-09-01,11.1
1912-10-01,8.2
1912-11-01,6.3
1912-12-01,6.7
1913-01-01,4.5
1913-02-01,4.8
1913-03-01,6.2
1913-04-01,8.1
1913-05-01,11.4
1913-06-01,14.3
1913-07-01,14.6
1913-08-01,15.2
1913-09-01,14.1
1913-10-01,10.9
1913-11-01,8.4
1913-12-01,5.1
1914-01-01,3.7
1914-02-01,6.8
1914-03-01,6.1
1914-04-01,9.8
1914-05-01,10.8
1914-06-01,14.5
1914-07-01,15.8
1914-08-01,16.1
1914-09-01,13.3
1914-10-01,10.3
1914-11-01,6.8
1914-12-01,4.6
1915-01-01,4.1
1915-02-01,4.3
1915-03-01,5.2
1915-04-01,7.9
1915-05-01,10.8
1915-06-01,14.4
1915-07-01,14.6
1915-08-01,15.3
1915-09-01,13.4
1915-10-01,9.1
1915-11-01,2.8
1915-12-01,5.3
1916-01-01,7.5
1916-02-01,3.8
1916-03-01,3.3
1916-04-01,8.2
1916-05-01,11.6
1916-06-01,11.8
1916-07-01,15.3
1916-08-01,16.4
1916-09-01,13.0
1916-10-01,10.6
1916-11-01,6.8
1916-12-01,1.9
1917-01-01,1.6
1917-02-01,0.9
1917-03-01,3.2
1917-04-01,5.4
1917-05-01,12.8
1917-06-01,15.2
1917-07-01,16.1
1917-08-01,15.3
1917-09-01,14.0
1917-10-01,7.5
1917-11-01,7.8
1917-12-01,2.3
1918-01-01,3.8
1918-02-01,6.5
1918-03-01,5.7
1918-04-01,6.7
1918-05-01,13.0
1918-06-01,13.3
1918-07-01,15.4
1918-08-01,16.1
1918-09-01,11.9
1918-10-01,9.3
1918-11-01,5.5
1918-12-01,6.9
1919-01-01,2.9
1919-02-01,1.9
1919-03-01,3.6
1919-04-01,7.1
1919-05-01,13.5
1919-06-01,14.3
1919-07-01,13.9
1919-08-01,15.7
1919-09-01,12.7
1919-10-01,7.4
1919-11-01,3.3
1919-12-01,5.5
1920-01-01,5.2
1920-02-01,6.0
1920-03-01,7.2
1920-04-01,8.2
1920-05-01,11.8
1920-06-01,14.4
1920-07-01,14.1
1920-08-01,13.6
1920-09-01,13.0
1920-10-01,10.4
1920-11-01,6.8
1920-12-01,4.2
1921-01-01,7.3
1921-02-01,4.8
1921-03-01,7.4
1921-04-01,8.0
1921-05-01,11.5
1921-06-01,14.7
1921-07-01,18.5
1921-08-01,15.4
1921-09-01,14.1
1921-10-01,12.8
1921-11-01,4.6
1921-12-01,6.5
1922-01-01,3.7
1922-02-01,4.4
1922-03-01,4.6
1922-04-01,5.5
1922-05-01,12.7
1922-06-01,13.8
1922-07-01,13.7
1922-08-01,13.6
1922-09-01,12.2
1922-10-01,8.2
1922-11-01,5.9
1922-12-01,5.8
1923-01-01,5.6
1923-02-01,5.6
1923-03-01,6.5
1923-04-01,7.6
1923-05-01,9.2
1923-06-01,12.5
1923-07-01,17.5
1923-08-01,15.2
1923-09-01,12.5
1923-10-01,9.7
1923-11-01,3.3
1923-12-01,3.8
1924-01-01,4.7
1924-02-01,3.3
1924-03-01,4.1
1924-04-01,6.9
1924-05-01,11.6
1924-06-01,13.9
1924-07-01,15.3
1924-08-01,14.1
1924-09-01,13.3
1924-10-01,10.1
1924-11-01,7.1
1924-12-01,6.8
1925-01-01,5.3
1925-02-01,5.2
1925-03-01,4.9
1925-04-01,7.5
1925-05-01,11.6
1925-06-01,15.0
1925-07-01,16.8
1925-08-01,15.4
1925-09-01,11.5
1925-10-01,10.4
1925-11-01,3.6
1925-12-01,2.8
1926-01-01,4.6
1926-02-01,6.8
1926-03-01,6.3
1926-04-01,9.3
1926-05-01,10.2
1926-06-01,13.6
1926-07-01,17.1
1926-08-01,16.2
1926-09-01,14.4
1926-10-01,8.1
1926-11-01,5.9
1926-12-01,4.2
1927-01-01,4.6
1927-02-01,3.9
1927-03-01,7.3
1927-04-01,7.9
1927-05-01,11.2
1927-06-01,12.6
1927-07-01,15.9
1927-08-01,15.7
1927-09-01,12.5
1927-10-01,10.5
1927-11-01,6.2
1927-12-01,2.1
1928-01-01,5.2
1928-02-01,5.8
1928-03-01,6.3
1928-04-01,8.5
1928-05-01,10.9
1928-06-01,12.9
1928-07-01,16.1
1928-08-01,15.3
1928-09-01,12.8
1928-10-01,10.1
1928-11-01,7.6
1928-12-01,3.4
1929-01-01,1.3
1929-02-01,0.4
1929-03-01,6.2
1929-04-01,6.8
1929-05-01,11.3
1929-06-01,13.3
1929-07-01,16.0
1929-08-01,15.4
1929-09-01,15.3
1929-10-01,9.6
1929-11-01,6.7
1929-12-01,5.8
1930-01-01,5.6
1930-02-01,2.5
1930-03-01,5.3
1930-04-01,8.3
1930-05-01,10.7
1930-06-01,15.3
1930-07-01,15.2
1930-08-01,15.7
1930-09-01,13.6
1930-10-01,10.5
1930-11-01,6.2
1930-12-01,4.3
1931-01-01,3.2
1931-02-01,3.9
1931-03-01,4.2
1931-04-01,7.7
1931-05-01,11.4
1931-06-01,14.4
1931-07-01,15.3
1931-08-01,14.4
1931-09-01,11.5
1931-10-01,8.8
1931-11-01,7.8
1931-12-01,5.3
1932-01-01,6.3
1932-02-01,2.9
1932-03-01,4.7
1932-04-01,6.9
1932-05-01,10.5
1932-06-01,14.1
1932-07-01,16.1
1932-08-01,17.1
1932-09-01,12.9
1932-10-01,8.8
1932-11-01,6.6
1932-12-01,5.7
1933-01-01,2.2
1933-02-01,4.3
1933-03-01,7.3
1933-04-01,8.8
1933-05-01,12.2
1933-06-01,15.6
1933-07-01,17.8
1933-08-01,17.6
1933-09-01,14.9
1933-10-01,10.1
1933-11-01,5.6
1933-12-01,1.6
1934-01-01,4.1
1934-02-01,3.8
1934-03-01,4.8
1934-04-01,8.0
1934-05-01,11.3
1934-06-01,14.9
1934-07-01,18.2
1934-08-01,15.4
1934-09-01,14.6
1934-10-01,10.6
1934-11-01,6.1
1934-12-01,8.1
1935-01-01,4.5
1935-02-01,5.8
1935-03-01,6.6
1935-04-01,8.2
1935-05-01,9.9
1935-06-01,15.1
1935-07-01,17.1
1935-08-01,16.6
1935-09-01,13.6
1935-10-01,9.5
1935-11-01,6.9
1935-12-01,2.8
1936-01-01,3.7
1936-02-01,2.6
1936-03-01,7.1
1936-04-01,6.3
1936-05-01,11.5
1936-06-01,14.7
1936-07-01,15.3
1936-08-01,16.1
1936-09-01,14.4
1936-10-01,9.4
1936-11-01,5.5
1936-12-01,5.3
1937-01-01,5.2
1937-02-01,5.6
1937-03-01,3.6
1937-04-01,9.2
1937-05-01,12.2
1937-06-01,14.1
1937-07-01,16.1
1937-08-01,16.9
1937-09-01,13.4
1937-10-01,10.4
1937-11-01,5.1
1937-12-01,3.0
1938-01-01,5.7
1938-02-01,5.1
1938-03-01,9.1
1938-04-01,7.6
1938-05-01,10.7
1938-06-01,14.4
1938-07-01,15.2
1938-08-01,16.3
1938-09-01,13.8
1938-10-01,10.5
1938-11-01,9.4
1938-12-01,4.4
1939-01-01,4.2
1939-02-01,5.6
1939-03-01,5.8
1939-04-01,8.8
1939-05-01,11.4
1939-06-01,14.2
1939-07-01,15.5
1939-08-01,16.4
1939-09-01,14.2
1939-10-01,8.2
1939-11-01,8.7
1939-12-01,3.2
1940-01-01,-1.4
1940-02-01,2.6
1940-03-01,6.0
1940-04-01,8.7
1940-05-01,12.5
1940-06-01,16.4
1940-07-01,15.1
1940-08-01,15.6
1940-09-01,12.8
1940-10-01,9.6
1940-11-01,6.9
1940-12-01,3.8
1941-01-01,0.5
1941-02-01,3.5
