date,value
1659-01-01,3.0
1659-02-01,4.0
1659-03-01,6.0
1659-04-01,7.0
1659-05-01,11.0
1659-06-01,13.0
1659-07-01,16.0
1659-08-01,16.0
1659-09-01,13.0
1659-10-01,10.0
1659-11-01,5.0
1659-12-01,2.0
1660-01-01,0.0
1660-02-01,4.0
1660-03-01,6.0
1660-04-01,9.0
1660-05-01,11.0
1660-06-01,14.0
1660-07-01,15.0
1660-08-01,16.0
1660-09-01,13.0
1660-10-01,10.0
1660-11-01,6.0
1660-12-01,5.0
1661-01-01,5.0
1661-02-01,5.0
1661-03-01,6.0
1661-04-01,8.0
1661-05-01,11.0
1661-06-01,14.0
1661-07-01,15.0
1661-08-01,15.0
1661-09-01,13.0
1661-10-01,11.0
1661-11-01,8.0
1661-12-01,6.0
1662-01-01,5.0
1662-02-01,6.0
1662-03-01,6.0
1662-04-01,8.0
1662-05-01,11.0
1662-06-01,15.0
1662-07-01,15.0
1662-08-01,15.0
1662-09-01,13.0
1662-10-01,11.0
1662-11-01,6.0
1662-12-01,3.0
1663-01-01,1.0
1663-02-01,1.0
1663-03-01,5.0
1663-04-01,7.0
1663-05-01,10.0
1663-06-01,14.0
1663-07-01,15.0
1663-08-01,15.0
1663-09-01,13.0
1663-10-01,10.0
1663-11-01,7.0
1663-12-01,5.0
1664-01-01,4.0
1664-02-01,5.0
1664-03-01,5.0
1664-04-01,8.0
1664-05-01,11.0
1664-06-01,15.0
1664-07-01,16.0
1664-08-01,16.0
1664-09-01,13.0
1664-10-01,9.0
1664-11-01,6.0
1664-12-01,4.0
1665-01-01,1.0
1665-02-01,1.0
1665-03-01,5.0
1665-04-01,7.0
1665-05-01,10.0
1665-06-01,14.0
1665-07-01,16.0
1665-08-01,15.0
1665-09-01,13.0
1665-10-01,9.0
1665-11-01,6.0
1665-12-01,2.0
1666-01-01,4.0
1666-02-01,5.0
1666-03-01,6.0
1666-04-01,8.0
1666-05-01,11.0
1666-06-01,15.0
1666-07-01,18.0
1666-08-01,17.0
1666-09-01,14.0
1666-10-01,11.0
1666-11-01,6.0
1666-12-01,3.0
1667-01-01,0.0
1667-02-01,4.0
1667-03-01,2.0
1667-04-01,7.0
1667-05-01,10.0
1667-06-01,15.0
1667-07-01,17.0
1667-08-01,16.0
1667-09-01,13.0
1667-10-01,9.0
1667-11-01,6.0
1667-12-01,3.0
1668-01-01,5.0
1668-02-01,5.0
1668-03-01,5.0
1668-04-01,8.0
1668-05-01,10.0
1668-06-01,14.0
1668-07-01,16.0
1668-08-01,16.0
1668-09-01,14.0
1668-10-01,10.0
1668-11-01,6.0
1668-12-01,5.0
1669-01-01,1.0
1669-02-01,4.0
1669-03-01,5.0
1669-04-01,7.0
1669-05-01,11.0
1669-06-01,15.0
1669-07-01,17.0
1669-08-01,16.0
1669-09-01,14.0
1669-10-01,10.0
1669-11-01,6.0
1669-12-01,2.0
1670-01-01,3.0
1670-02-01,1.0
1670-03-01,5.0
1670-04-01,8.0
1670-05-01,11.0
1670-06-01,14.0
1670-07-01,16.0
1670-08-01,16.0
1670-09-01,14.0
1670-10-01,10.0
1670-11-01,6.0
1670-12-01,3.0
1671-01-01,4.0
1671-02-01,3.5
1671-03-01,5.0
1671-04-01,7.5
1671-05-01,11.5
1671-06-01,13.5
1671-07-01,16.0
1671-08-01,15.5
1671-09-01,13.5
1671-10-01,8.5
1671-11-01,6.0
1671-12-01,4.0
1672-01-01,1.5
1672-02-01,1.5
1672-03-01,5.0
1672-04-01,7.0
1672-05-01,12.0
1672-06-01,16.0
1672-07-01,15.0
1672-08-01,14.0
1672-09-01,11.0
1672-10-01,11.5
1672-11-01,6.5
1672-12-01,4.5
1673-01-01,5.0
1673-02-01,1.5
1673-03-01,5.5
1673-04-01,7.0
1673-05-01,11.0
1673-06-01,14.5
1673-07-01,15.5
1673-08-01,15.5
1673-09-01,11.5
1673-10-01,7.5
1673-11-01,5.0
1673-12-01,0.5
1674-01-01,5.0
1674-02-01,2.0
1674-03-01,1.0
1674-04-01,7.5
1674-05-01,11.0
1674-06-01,13.5
1674-07-01,14.0
1674-08-01,13.5
1674-09-01,10.5
1674-10-01,9.0
1674-11-01,6.5
1674-12-01,3.5
1675-01-01,3.0
1675-02-01,2.0
1675-03-01,3.0
1675-04-01,7.0
1675-05-01,10.5
1675-06-01,11.5
1675-07-01,15.0
1675-08-01,14.5
1675-09-01,10.5
1675-10-01,8.0
1675-11-01,4.5
1675-12-01,4.5
1676-01-01,5.5
1676-02-01,5.0
1676-03-01,5.0
1676-04-01,7.5
1676-05-01,10.5
1676-06-01,18.0
1676-07-01,16.0
1676-08-01,16.5
1676-09-01,12.0
1676-10-01,7.0
1676-11-01,3.5
1676-12-01,-0.5
1677-01-01,3.0
1677-02-01,3.5
1677-03-01,7.0
1677-04-01,7.5
1677-05-01,10.0
1677-06-01,13.0
1677-07-01,18.0
1677-08-01,15.0
1677-09-01,13.0
1677-10-01,8.5
1677-11-01,4.5
1677-12-01,2.0
1678-01-01,1.5
1678-02-01,2.0
1678-03-01,4.0
1678-04-01,6.5
1678-05-01,11.0
1678-06-01,14.5
1678-07-01,16.5
1678-08-01,15.0
1678-09-01,15.0
1678-10-01,8.5
1678-11-01,6.0
1678-12-01,0.5
1679-01-01,1.0
1679-02-01,1.5
1679-03-01,4.5
1679-04-01,7.0
1679-05-01,12.0
1679-06-01,15.5
1679-07-01,16.0
1679-08-01,17.0
1679-09-01,13.0
1679-10-01,11.0
1679-11-01,3.5
1679-12-01,2.5
1680-01-01,3.5
1680-02-01,3.5
1680-03-01,6.0
1680-04-01,6.5
1680-05-01,10.5
1680-06-01,13.0
1680-07-01,16.0
1680-08-01,15.0
1680-09-01,14.5
1680-10-01,10.5
1680-11-01,6.5
1680-12-01,1.0
1681-01-01,0.5
1681-02-01,1.5
1681-03-01,4.0
1681-04-01,8.0
1681-05-01,10.5
1681-06-01,14.0
1681-07-01,15.0
1681-08-01,16.0
1681-09-01,14.0
1681-10-01,11.5
1681-11-01,6.5
1681-12-01,3.0
1682-01-01,6.0
1682-02-01,2.0
1682-03-01,4.5
1682-04-01,6.5
1682-05-01,11.5
1682-06-01,14.0
1682-07-01,15.0
1682-08-01,14.5
1682-09-01,13.0
1682-10-01,9.5
1682-11-01,5.5
1682-12-01,6.0
1683-01-01,3.5
1683-02-01,2.0
1683-03-01,5.5
1683-04-01,9.5
1683-05-01,11.5
1683-06-01,16.0
1683-07-01,15.5
1683-08-01,13.5
1683-09-01,13.0
1683-10-01,6.5
1683-11-01,4.5
1683-12-01,0.5
1684-01-01,-3.0
1684-02-01,-1.0
1684-03-01,3.0
1684-04-01,6.5
1684-05-01,13.0
1684-06-01,15.0
1684-07-01,16.0
1684-08-01,15.5
1684-09-01,12.0
1684-10-01,11.0
1684-11-01,3.0
1684-12-01,4.0
1685-01-01,0.5
1685-02-01,3.5
1685-03-01,5.0
1685-04-01,8.5
1685-05-01,12.5
1685-06-01,14.5
1685-07-01,14.0
1685-08-01,14.5
1685-09-01,11.5
1685-10-01,11.5
1685-11-01,7.0
1685-12-01,6.5
1686-01-01,6.5
1686-02-01,6.0
1686-03-01,7.0
1686-04-01,8.5
1686-05-01,12.5
1686-06-01,15.5
1686-07-01,16.5
1686-08-01,14.5
1686-09-01,13.0
1686-10-01,9.0
1686-11-01,6.5
1686-12-01,6.0
1687-01-01,3.5
1687-02-01,4.5
1687-03-01,4.5
1687-04-01,6.5
1687-05-01,11.0
1687-06-01,13.0
1687-07-01,15.5
1687-08-01,15.0
1687-09-01,11.0
1687-10-01,11.0
1687-11-01,6.0
1687-12-01,6.0
1688-01-01,3.5
1688-02-01,1.5
1688-03-01,3.5
1688-04-01,5.5
1688-05-01,10.5
1688-06-01,13.0
1688-07-01,15.5
1688-08-01,15.0
1688-09-01,12.0
1688-10-01,7.0
1688-11-01,4.0
1688-12-01,3.0
1689-01-01,0.5
1689-02-01,4.5
1689-03-01,5.0
1689-04-01,8.0
1689-05-01,11.0
1689-06-01,12.0
1689-07-01,15.5
1689-08-01,15.5
1689-09-01,13.0
1689-10-01,8.0
1689-11-01,5.0
1689-12-01,4.5
1690-01-01,4.0
1690-02-01,4.5
1690-03-01,4.5
1690-04-01,8.0
1690-05-01,9.5
1690-06-01,13.5
1690-07-01,15.5
1690-08-01,15.0
1690-09-01,13.0
1690-10-01,8.5
1690-11-01,6.5
1690-12-01,4.5
1691-01-01,1.0
1691-02-01,1.0
1691-03-01,5.0
1691-04-01,6.5
1691-05-01,10.0
1691-06-01,14.5
1691-07-01,15.5
1691-08-01,15.5
1691-09-01,11.0
1691-10-01,9.0
1691-11-01,5.0
1691-12-01,3.5
1692-01-01,2.0
1692-02-01,0.0
1692-03-01,4.0
1692-04-01,7.5
1692-05-01,9.0
1692-06-01,13.5
1692-07-01,15.0
1692-08-01,15.0
1692-09-01,11.5
1692-10-01,6.5
1692-11-01,5.0
1692-12-01,3.5
1693-01-01,3.0
1693-02-01,5.0
1693-03-01,3.0
1693-04-01,6.5
1693-05-01,9.0
1693-06-01,14.5
1693-07-01,15.0
1693-08-01,15.0
1693-09-01,12.0
1693-10-01,9.5
1693-11-01,6.0
1693-12-01,3.0
1694-01-01,0.0
1694-02-01,5.0
1694-03-01,3.5
1694-04-01,7.5
1694-05-01,9.0
1694-06-01,13.0
1694-07-01,15.0
1694-08-01,13.0
1694-09-01,10.5
1694-10-01,7.5
1694-11-01,5.5
1694-12-01,2.5
1695-01-01,-1.0
1695-02-01,0.5
1695-03-01,3.5
1695-04-01,5.5
1695-05-01,9.0
1695-06-01,13.0
1695-07-01,13.5
1695-08-01,13.0
1695-09-01,11.5
1695-10-01,9.0
1695-11-01,5.5
1695-12-01,4.0
1696-01-01,5.5
1696-02-01,4.5
1696-03-01,3.5
1696-04-01,5.5
1696-05-01,10.5
1696-06-01,13.0
1696-07-01,15.5
1696-08-01,15.5
1696-09-01,11.5
1696-10-01,9.0
1696-11-01,5.5
1696-12-01,2.5
1697-01-01,1.0
1697-02-01,0.5
1697-03-01,5.5
1697-04-01,7.0
1697-05-01,11.5
1697-06-01,13.0
1697-07-01,15.5
1697-08-01,14.5
1697-09-01,12.0
1697-10-01,9.0
1697-11-01,4.0
1697-12-01,2.5
1698-01-01,0.0
1698-02-01,0.5
1698-03-01,3.5
1698-04-01,7.5
1698-05-01,8.5
1698-06-01,12.0
1698-07-01,15.0
1698-08-01,15.0
1698-09-01,13.0
1698-10-01,9.0
1698-11-01,4.0
1698-12-01,3.5
1699-01-01,3.4
1699-02-01,3.4
1699-03-01,3.9
1699-04-01,6.4
1699-05-01,10.0
1699-06-01,14.4
1699-07-01,17.2
1699-08-01,15.0
1699-09-01,13.3
1699-10-01,9.4
1699-11-01,5.6
1699-12-01,3.6
1700-01-01,3.9
1700-02-01,2.5
1700-03-01,3.6
1700-04-01,6.4
1700-05-01,12.0
1700-06-01,13.6
1700-07-01,15.0
1700-08-01,15.0
1700-09-01,12.8
1700-10-01,8.9
1700-11-01,5.0
1700-12-01,4.2
1701-01-01,2.8
1701-02-01,2.5
1701-03-01,2.8
1701-04-01,4.7
1701-05-01,10.9
1701-06-01,14.2
1701-07-01,18.3
1701-08-01,16.1
1701-09-01,14.7
1701-10-01,7.5
1701-11-01,6.4
1701-12-01,3.6
1702-01-01,5.0
1702-02-01,6.7
1702-03-01,5.8
1702-04-01,5.8
1702-05-01,10.6
1702-06-01,13.3
1702-07-01,15.0
1702-08-01,16.1
1702-09-01,14.4
1702-10-01,10.0
1702-11-01,4.4
1702-12-01,4.4
1703-01-01,2.2
1703-02-01,3.9
1703-03-01,5.6
1703-04-01,8.3
1703-05-01,11.9
1703-06-01,13.9
1703-07-01,16.1
1703-08-01,16.1
1703-09-01,10.6
1703-10-01,7.8
1703-11-01,7.2
1703-12-01,5.1
1704-01-01,2.0
1704-02-01,3.3
1704-03-01,5.3
1704-04-01,8.3
1704-05-01,11.5
1704-06-01,14.4
1704-07-01,16.7
1704-08-01,16.9
1704-09-01,11.9
1704-10-01,8.3
1704-11-01,6.4
1704-12-01,3.6
1705-01-01,2.8
1705-02-01,3.9
1705-03-01,4.4
1705-04-01,7.8
1705-05-01,11.2
1705-06-01,12.2
1705-07-01,15.6
1705-08-01,17.5
1705-09-01,11.9
1705-10-01,8.9
1705-11-01,3.9
1705-12-01,4.4
1706-01-01,2.8
1706-02-01,4.2
1706-03-01,6.4
1706-04-01,8.9
1706-05-01,12.2
1706-06-01,15.6
1706-07-01,16.1
1706-08-01,16.7
1706-09-01,12.5
1706-10-01,11.2
1706-11-01,6.1
1706-12-01,4.7
1707-01-01,3.5
1707-02-01,3.0
1707-03-01,5.0
1707-04-01,8.5
1707-05-01,11.0
1707-06-01,16.0
1707-07-01,17.0
1707-08-01,16.0
1707-09-01,14.0
1707-10-01,8.5
1707-11-01,6.5
1707-12-01,3.5
1708-01-01,6.0
1708-02-01,4.0
1708-03-01,6.5
1708-04-01,9.5
1708-05-01,10.5
1708-06-01,14.0
1708-07-01,15.0
1708-08-01,17.0
1708-09-01,15.0
1708-10-01,8.5
1708-11-01,7.0
1708-12-01,3.0
1709-01-01,-1.5
1709-02-01,2.0
1709-03-01,3.0
1709-04-01,9.0
1709-05-01,12.0
1709-06-01,14.5
1709-07-01,15.5
1709-08-01,15.5
1709-09-01,13.5
1709-10-01,10.0
1709-11-01,7.5
1709-12-01,3.5
1710-01-01,2.5
1710-02-01,3.5
1710-03-01,6.0
1710-04-01,6.5
1710-05-01,11.5
1710-06-01,14.5
1710-07-01,15.0
1710-08-01,15.5
1710-09-01,13.5
1710-10-01,9.5
1710-11-01,8.0
1710-12-01,7.5
1711-01-01,5.0
1711-02-01,2.0
1711-03-01,5.5
1711-04-01,9.5
1711-05-01,11.0
1711-06-01,15.5
1711-07-01,15.5
1711-08-01,15.0
1711-09-01,13.0
1711-10-01,9.5
1711-11-01,7.0
1711-12-01,4.0
1712-01-01,3.0
1712-02-01,4.5
1712-03-01,5.0
1712-04-01,7.5
1712-05-01,11.0
1712-06-01,15.0
1712-07-01,16.0
1712-08-01,15.0
1712-09-01,13.0
1712-10-01,9.5
1712-11-01,6.0
1712-12-01,4.0
1713-01-01,3.0
1713-02-01,5.5
1713-03-01,4.5
1713-04-01,5.5
1713-05-01,10.5
1713-06-01,13.5
1713-07-01,14.0
1713-08-01,15.0
1713-09-01,14.0
1713-10-01,9.5
1713-11-01,4.5
1713-12-01,4.0
1714-01-01,4.0
1714-02-01,5.5
1714-03-01,5.0
1714-04-01,7.5
1714-05-01,10.0
1714-06-01,14.5
1714-07-01,18.0
1714-08-01,15.0
1714-09-01,13.0
1714-10-01,10.5
1714-11-01,6.0
1714-12-01,4.0
1715-01-01,4.0
1715-02-01,5.0
1715-03-01,6.5
1715-04-01,9.5
1715-05-01,11.0
1715-06-01,14.0
1715-07-01,15.5
1715-08-01,15.0
1715-09-01,14.0
1715-10-01,10.5
1715-11-01,6.5
1715-12-01,1.5
1716-01-01,-2.0
1716-02-01,3.0
1716-03-01,4.5
1716-04-01,9.0
1716-05-01,10.5
1716-06-01,14.0
1716-07-01,15.5
1716-08-01,15.5
1716-09-01,12.5
1716-10-01,9.5
1716-11-01,5.5
1716-12-01,3.0
1717-01-01,4.5
1717-02-01,2.5
1717-03-01,4.5
1717-04-01,7.5
1717-05-01,11.0
1717-06-01,14.0
1717-07-01,15.0
1717-08-01,15.5
1717-09-01,13.5
1717-10-01,9.5
1717-11-01,5.5
1717-12-01,5.0
1718-01-01,1.5
1718-02-01,3.0
1718-03-01,5.5
1718-04-01,7.5
1718-05-01,11.0
1718-06-01,14.5
1718-07-01,17.0
1718-08-01,17.0
1718-09-01,14.5
1718-10-01,9.5
1718-11-01,5.5
1718-12-01,4.5
1719-01-01,3.0
1719-02-01,4.0
1719-03-01,5.0
1719-04-01,7.0
1719-05-01,11.5
1719-06-01,15.0
1719-07-01,18.0
1719-08-01,17.0
1719-09-01,14.0
1719-10-01,9.5
1719-11-01,6.0
1719-12-01,3.5
1720-01-01,4.5
1720-02-01,4.0
1720-03-01,4.0
1720-04-01,7.5
1720-05-01,11.0
1720-06-01,13.0
1720-07-01,16.0
1720-08-01,15.0
1720-09-01,13.5
1720-10-01,9.0
1720-11-01,6.0
1720-12-01,5.5
1721-01-01,4.0
1721-02-01,2.0
1721-03-01,3.5
1721-04-01,8.5
1721-05-01,9.5
1721-06-01,14.0
1721-07-01,15.5
1721-08-01,16.0
1721-09-01,14.0
1721-10-01,9.0
1721-11-01,6.0
1721-12-01,4.5
1722-01-01,4.0
1722-02-01,5.0
1722-03-01,6.0
1722-04-01,7.5
1722-05-01,10.5
1722-06-01,14.0
1722-07-01,15.0
1722-08-01,15.0
1722-09-01,13.5
1722-10-01,10.0
1722-11-01,7.8
1722-12-01,3.9
1723-01-01,1.1
1723-02-01,4.4
1723-03-01,7.5
1723-04-01,8.9
1723-05-01,11.7
1723-06-01,15.0
1723-07-01,15.3
1723-08-01,15.6
1723-09-01,13.3
1723-10-01,11.1
1723-11-01,7.5
1723-12-01,5.8
1724-01-01,5.6
1724-02-01,4.2
1724-03-01,4.7
1724-04-01,7.2
1724-05-01,11.4
1724-06-01,15.3
1724-07-01,15.0
1724-08-01,16.2
1724-09-01,14.4
1724-10-01,8.6
1724-11-01,5.3
1724-12-01,3.3
1725-01-01,4.4
1725-02-01,3.3
1725-03-01,5.0
1725-04-01,8.1
1725-05-01,10.8
1725-06-01,12.2
1725-07-01,13.8
1725-08-01,13.3
1725-09-01,12.8
1725-10-01,9.4
1725-11-01,6.9
1725-12-01,3.9
1726-01-01,1.1
1726-02-01,4.2
1726-03-01,4.2
1726-04-01,8.4
1726-05-01,13.4
1726-06-01,16.4
1726-07-01,16.0
1726-08-01,15.6
1726-09-01,14.7
1726-10-01,10.2
1726-11-01,6.1
1726-12-01,1.8
1727-01-01,4.2
1727-02-01,5.0
1727-03-01,5.1
1727-04-01,9.2
1727-05-01,13.6
1727-06-01,14.9
1727-07-01,16.9
1727-08-01,16.9
1727-09-01,14.4
1727-10-01,10.8
1727-11-01,4.7
1727-12-01,3.6
1728-01-01,3.9
1728-02-01,2.4
1728-03-01,7.1
1728-04-01,8.3
1728-05-01,12.5
1728-06-01,16.4
1728-07-01,16.9
1728-08-01,16.0
1728-09-01,12.8
1728-10-01,9.1
1728-11-01,7.2
1728-12-01,1.6
1729-01-01,1.2
1729-02-01,2.3
1729-03-01,2.8
1729-04-01,7.1
